"regulator","TU_prom","Effect","Evidence","Evidence_Level","regulator_id","Promoter","TU","gene_id","Category"
"Sigma70","malI[malIp]","+","[ICWHO, IE, TIM]","STRONG","b3067","malIp","malI","b1620","sigma"
"Sigma70","malK-lamB-malM[malKp]","+","[ICWHO, IMP, TASES]","WEAK","b3067","malKp","malK-lamB-malM","b4035,b4036,b4037","sigma"
"Sigma70","malPQ[malPp]","+","[AIPP, ICWHO, IMP, RS-EPT-CBR]","STRONG","b3067","malPp","malPQ","b3416,b3417","sigma"
"Sigma70","malS[malSp]","+","[ICWHO, TIM]","STRONG","b3067","malSp","malS","b3571","sigma"
"Sigma70","malT[malTp]","+","[ICWHO, RS-EPT-CBR, TIM]","STRONG","b3067","malTp","malT","b3418","sigma"
"Sigma70","malXY[malXp]","+","[ICA, ICWHO, IE, TIM]","STRONG","b3067","malXp","malXY","b1621,b1622","sigma"
"Sigma70","malY[malYp]","+","[ICWHO, RSE, RS-EPT-CBR, TIM]","STRONG","b3067","malYp","malY","b1622","sigma"
"Sigma70","manA[manAp]","+","[ICWHO, TIM]","STRONG","b3067","manAp","manA","b1613","sigma"
"Sigma70","manXYZ[manXp]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","manXp","manXYZ","b1817,b1818,b1819","sigma"
"Sigma70","marRAB[marRp]","+","[HIPP, ICWHO, IDA]","STRONG","b3067","marRp","marRAB","b1531,b1530,b1532","sigma"
"Sigma70","mcbA[mcbAp5]","+","[ICWHO]","WEAK","b3067","mcbAp5","mcbA","b0806","sigma"
"Sigma70","mdh[mdhp1]","+","[ICWHO, TIM]","STRONG","b3067","mdhp1","mdh","b3236","sigma"
"Sigma70","mdoGH[opgGp2]","+","[APIORCISFBSCS, HIPP, ICWHO, IDA, TIM]","STRONG","b3067","opgGp2","mdoGH","b1048,b1049","sigma"
"Sigma70","mdoGH[opgGp1]","+","[HIPP, ICWHO, RS-EPT-CBR, TIM]","STRONG","b3067","opgGp1","mdoGH","b1048,b1049","sigma"
"Sigma70","mdtUJI[mdtJp]","+","[ICWHO, TIM]","STRONG","b3067","mdtJp","mdtUJI","b1599,b1600,b4777","sigma"
"Sigma70","melAB[melAp]","+","[ICWHO, IMP, TIM]","STRONG","b3067","melAp","melAB","b4119,b4120","sigma"
"Sigma70","melR[melRp]","+","[ICWHO, TIM]","STRONG","b3067","melRp","melR","b4118","sigma"
"Sigma70","menA-rraA[menAp2]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","menAp2","menA-rraA","b3929,b3930","sigma"
"Sigma70","mepH[mepHp]","+","[AIPP, ICWHO]","WEAK","b3067","mepHp","mepH","b1655","sigma"
"Sigma70","metA[metAp2]","+","[ICWHO, TIM]","STRONG","b3067","metAp2","metA","b4013","sigma"
"Sigma70","metBL[metBp]","+","[ICWHO, TIM]","STRONG","b3067","metBp","metBL","b3939,b3940","sigma"
"Sigma70","metC[metCp]","+","[AIPP, ICWHO]","WEAK","b3067","metCp","metC","b3008","sigma"
"Sigma70","metF[metFp]","+","[ICWHO, TIM]","STRONG","b3067","metFp","metF","b3941","sigma"
"Sigma70","metG[metGp1]","+","[HTTIM, HIPP, IHBCE, TIM]","STRONG","b3067","metGp1","metG","b2114","sigma"
"Sigma70","metG[metGp2]","+","[HIPP, IHBCE, TIM]","STRONG","b3067","metGp2","metG","b2114","sigma"
"Sigma70","metH[metHp1]","+","[HIPP, ICWHO]","WEAK","b3067","metHp1","metH","b4019","sigma"
"Sigma70","metH[metHp2]","+","[IHBCE, TIM]","STRONG","b3067","metHp2","metH","b4019","sigma"
"Sigma70","metJ[metJp2]","+","[ICWHO, TIM]","STRONG","b3067","metJp2","metJ","b3938","sigma"
"Sigma70","metJ[metJp3]","+","[ICWHO, TIM]","STRONG","b3067","metJp3","metJ","b3938","sigma"
"Sigma70","metK[metKp]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","metKp","metK","b2942","sigma"
"Sigma70","metNIQ[metNp]","+","[HIPP, ICA, ICWHO, RS-EPT-CBR]","STRONG","b3067","metNp","metNIQ","b0197,b0198,b0199","sigma"
"Sigma70","metT-leuW-glnUW-metU-glnVX[metTp]","+","[HIPP, ICWHO]","WEAK","b3067","metTp","metT-leuW-glnUW-metU-glnVX","b0664,b0665,b0666,b0668,b0670,b0672,b0673","sigma"
"Sigma70","metY[metYp1]","+","[HIPP, IHBCE, ICWHO, TIM]","STRONG","b3067","metYp1","metY","b3171","sigma"
"Sigma70","metY[metYp2]","+","[HIPP, IHBCE, ICWHO, RS-EPT-CBR, TIM]","STRONG","b3067","metYp2","metY","b3171","sigma"
"Sigma70","metY-yhbC-nusA-infB[metYp1]","+","[HIPP, IHBCE, ICWHO, TIM]","STRONG","b3067","metYp1","metY-yhbC-nusA-infB","b3169,b3170,b3171,b3168","sigma"
"Sigma70","metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp[metYp1]","+","[HIPP, IHBCE, ICWHO, TIM]","STRONG","b3067","metYp1","metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp","b3167,b3169,b3170,b3171,b3168,b3164,b3165,b3166","sigma"
"Sigma70","metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp[metYp2]","+","[HIPP, IHBCE, ICWHO, RS-EPT-CBR, TIM]","STRONG","b3067","metYp2","metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp","b3167,b3169,b3170,b3171,b3168,b3164,b3165,b3166","sigma"
"Sigma70","metZWV[metZp]","+","[HIPP, IHBCE, ICWHO, TIM]","STRONG","b3067","metZp","metZWV","b2814,b2815,b2816","sigma"
"Sigma70","mfd[mfdp1]","+","[HIPP, IHBCE, ICWHO, RS-EPT-CBR, TIM]","STRONG","b3067","mfdp1","mfd","b1114","sigma"
"Sigma70","mfd[mfdp2]","+","[HIPP, ICWHO, RS-EPT-CBR, TIM]","STRONG","b3067","mfdp2","mfd","b1114","sigma"
"Sigma70","mglAC[mglAp]","+","[AIPP, ICWHO]","WEAK","b3067","mglAp","mglAC","b2148,b2149","sigma"
"Sigma70","mglBAC[mglBp]","+","[HIPP, ICWHO, IMP]","WEAK","b3067","mglBp","mglBAC","b2148,b2149,b2150","sigma"
"Sigma70","mgrR[mgrRp]","+","[IHBCE, ICWHO, TIM]","STRONG","b3067","mgrRp","mgrR","b4698","sigma"
"Sigma70","mgtA[mgtAp2]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","mgtAp2","mgtA","b4702,b4242","sigma"
"Sigma70","mgtA[mgtAp1]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","mgtAp1","mgtA","b4702,b4242","sigma"
"Sigma70","mgtS[mgtSp]","+","[IHBCE, ICWHO, TIM]","STRONG","b3067","mgtSp","mgtS","b4599","sigma"
"Sigma70","mhpABCDFE[mhpAp]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","mhpAp","mhpABCDFE","b0347,b0348,b0349,b0350,b0351,b0352","sigma"
"Sigma70","mhpR-lacI[mhpRp2]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","mhpRp2","mhpR-lacI","b0345,b0346","sigma"
"Sigma70","mhpR-lacI[mhpRp1]","+","[ICWHO, TIM]","STRONG","b3067","mhpRp1","mhpR-lacI","b0345,b0346","sigma"
"Sigma70","miaA-hfq-hflXKC[miaAp1]","+","[HIPP, ICWHO, IDA, IEP, RS-EPT-CBR, TIM]","STRONG","b3067","miaAp1","miaA-hfq-hflXKC","b4173,b4174,b4175,b4171,b4172","sigma"
"Sigma70","micC[micCp]","+","[HTTIM, ICWHO, TIM]","STRONG","b3067","micCp","micC","b4427","sigma"
"Sigma70","micF[micFp1]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","micFp1","micF","b4439","sigma"
"Sigma70","mlc[mlcp1]","+","[HIPP, IHBCE, ICWHO, IDA, TIM]","STRONG","b3067","mlcp1","mlc","b1594","sigma"
"Sigma70","mlc-ynfK[mlcp2]","+","[AIPP, ICWHO, IDA, TIM]","STRONG","b3067","mlcp2","mlc-ynfK","b1594,b1593","sigma"
"Sigma70","mlrA[mlrAp]","+","[HIPP, IHBCE, ICWHO, IEP, TIM]","STRONG","b3067","mlrAp","mlrA","b2127","sigma"
"Sigma70","mltF[mltFp]","+","[AIPP, ICWHO]","WEAK","b3067","mltFp","mltF","b2558","sigma"
"Sigma70","mngB[mngBp1]","+","[ICWHO, RSE, TIM]","STRONG","b3067","mngBp1","mngB","b0732","sigma"
"Sigma70","mngR[mngRp]","+","[HIPP, ICWHO]","WEAK","b3067","mngRp","mngR","b0730","sigma"
"Sigma70","mnmG-rsmG[mnmGp]","+","[TIM]","STRONG","b3067","mnmGp","mnmG-rsmG","b3740,b3741","sigma"
"Sigma70","mnt-btuF-yadS[mtnp]","+","[APIORCISFBSCS, HIPP, ICWHO, TIM]","STRONG","b3067","mtnp","mnt-btuF-yadS","b0157,b0158,b0159","sigma"
"Sigma70","mntH[mntHp]","+","[HIPP, IHBCE, TIM]","STRONG","b3067","mntHp","mntH","b2392","sigma"
"Sigma70","mntP[mntPp]","+","[IHBCE, TIM]","STRONG","b3067","mntPp","mntP","b1821","sigma"
"Sigma70","modABC[modAp2]","+","[HIPP, ICWHO, RS-EPT-CBR, TIM]","STRONG","b3067","modAp2","modABC","b0763,b0764,b0765","sigma"
"Sigma70","moeAB[moeAp]","+","[ICWHO, RS-EPT-CBR, TIM]","STRONG","b3067","moeAp","moeAB","b0826,b0827","sigma"
"Sigma70","mpl[mplp1]","+","[HIPP, ICWHO]","WEAK","b3067","mplp1","mpl","b4233","sigma"
"Sigma70","mpl[mplp2]","+","[HIPP, ICWHO, RS-EPT-CBR]","STRONG","b3067","mplp2","mpl","b4233","sigma"
"Sigma70","mqsA[mqsAp2]","+","[HIPP, IHBCE, IEP, TIM]","STRONG","b3067","mqsAp2","mqsA","b3021","sigma"
"Sigma70","mqsA[mqsAp1]","+","[IHBCE, ICWHO, IEP, TIM]","STRONG","b3067","mqsAp1","mqsA","b3021","sigma"
"Sigma70","mqsRA[mqsRp1]","+","[ICWHO, TIM]","STRONG","b3067","mqsRp1","mqsRA","b3021,b3022","sigma"
"Sigma70","mqsRA[mqsRp2]","+","[IHBCE, ICWHO, TIM]","STRONG","b3067","mqsRp2","mqsRA","b3021,b3022","sigma"
"Sigma70","mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC[mraZp]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","mraZp","mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC","b0083,b0093,b0094,b0095,b0081,b0082,b0084,b0085,b0086,b0087,b0088,b0089,b0090,b0091,b0092,b0096","sigma"
"Sigma70","mreB[mreBp1]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","mreBp1","mreB","b3251","sigma"
"Sigma70","mreB[mreBp3]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","mreBp3","mreB","b3251","sigma"
"Sigma70","mreBCD[mreBp1]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","mreBp1","mreBCD","b3249,b3251,b3250","sigma"
"Sigma70","mreBCD[mreBp3]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","mreBp3","mreBCD","b3249,b3251,b3250","sigma"
"Sigma70","mrp[mrpp]","+","[IHBCE, TIM]","STRONG","b3067","mrpp","mrp","b2113","sigma"
"Sigma70","msrB[msrBp6]","+","[ICWHO, RS-EPT-CBR, TIM]","STRONG","b3067","msrBp6","msrB","b1778","sigma"
"Sigma70","mtlADR[mtlAp]","+","[HIPP, ICWHO]","WEAK","b3067","mtlAp","mtlADR","b3601,b3599,b3600","sigma"
"Sigma70","mtr[mtrp2]","+","[HIPP, ICWHO, RS-EPT-CBR, TIM]","STRONG","b3067","mtrp2","mtr","b3161","sigma"
"Sigma70","murQP[murQp1]","+","[IHBCE, ICWHO, RS-EPT-CBR, TIM]","STRONG","b3067","murQp1","murQP","b2428,b2429","sigma"
"Sigma70","murQP[murQp2]","+","[IHBCE, ICWHO, TIM]","STRONG","b3067","murQp2","murQP","b2428,b2429","sigma"
"Sigma70","murR[murRp]","+","[IHBCE, ICWHO, TIM]","STRONG","b3067","murRp","murR","b2427","sigma"
"Sigma70","mutL-miaA-hfq-hflXKC[mutLp1]","+","[HIPP, ICWHO, IDA, RS-EPT-CBR, TIM]","STRONG","b3067","mutLp1","mutL-miaA-hfq-hflXKC","b4173,b4174,b4175,b4170,b4171,b4172","sigma"
"Sigma70","nadB[nadBp]","+","[AIPP, ICWHO]","WEAK","b3067","nadBp","nadB","b2574","sigma"
"Sigma70","nadE[nadEp]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","nadEp","nadE","b1740","sigma"
"Sigma70","nagBACD[nagBp]","+","[ICWHO, TIM]","STRONG","b3067","nagBp","nagBACD","b0676,b0675,b0677,b0678","sigma"
"Sigma70","nagC[nagCp1]","+","[HIPP, ICWHO, IMP, RS-EPT-CBR, TIM]","STRONG","b3067","nagCp1","nagC","b0676","sigma"
"Sigma70","nagC[nagCp2]","+","[HIPP, ICWHO, IMP, TIM]","STRONG","b3067","nagCp2","nagC","b0676","sigma"
"Sigma70","nagE[nagEp]","+","[ICWHO, RS-EPT-CBR, TIM]","STRONG","b3067","nagEp","nagE","b0679","sigma"
"Sigma70","nanA[nanAp]","+","[ICWHO, IDA, TIM]","STRONG","b3067","nanAp","nanA","b3225","sigma"
"Sigma70","nanATEK-yhcH[nanAp]","+","[ICWHO, IDA, TIM]","STRONG","b3067","nanAp","nanATEK-yhcH","b3221,b3222,b3223,b3224,b3225","sigma"
"Sigma70","nanY[nanYp2]","+","[ICWHO, RSE, TIM]","STRONG","b3067","nanYp2","nanY","b4280","sigma"
"Sigma70","nanY[nanYp1]","+","[ICWHO, RSE, TIM]","STRONG","b3067","nanYp1","nanY","b4280","sigma"
"Sigma70","napFDAGHBC-ccmABCDEFGH[napFp1]","+","[HIPP, ICWHO, IDA, TIM]","STRONG","b3067","napFp1","napFDAGHBC-ccmABCDEFGH","b2196,b2208,b2207,b2194,b2195,b2197,b2198,b2199,b2200,b2201,b2202,b2203,b2204,b2205,b2206","sigma"
"Sigma70","napFDAGHBC-ccmABCDEFGH[napFp2]","+","[HIPP, IHBCE, ICWHO, TIM]","STRONG","b3067","napFp2","napFDAGHBC-ccmABCDEFGH","b2196,b2208,b2207,b2194,b2195,b2197,b2198,b2199,b2200,b2201,b2202,b2203,b2204,b2205,b2206","sigma"
"Sigma70","narGHJI[narGp]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","narGp","narGHJI","b1226,b1224,b1225,b1227","sigma"
"Sigma70","narK[narKp1]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","narKp1","narK","b4813,b1223","sigma"
"Sigma70","narK[narKp2]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","narKp2","narK","b4813,b1223","sigma"
"Sigma70","narU[narUp1]","+","[HIPP, ICWHO]","WEAK","b3067","narUp1","narU","b1469","sigma"
"Sigma70","narXL[narXp]","+","[HIPP, ICWHO]","WEAK","b3067","narXp","narXL","b1221,b1222","sigma"
"Sigma70","ndh[ndhp]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","ndhp","ndh","b1109","sigma"
"Sigma70","nei[neip]","+","[ICWHO, RSE, TIM]","STRONG","b3067","neip","nei","b0714","sigma"
"Sigma70","nemRA[nemRp]","+","[ICWHO, TIM]","STRONG","b3067","nemRp","nemRA","b1649,b1650","sigma"
"Sigma70","nemRA-gloA[nemRp]","+","[ICWHO, TIM]","STRONG","b3067","nemRp","nemRA-gloA","b1649,b1650,b1651","sigma"
"Sigma70","nfeF[yqjHp]","+","[HIPP, IHBCE, ICWHO]","WEAK","b3067","yqjHp","nfeF","b3070","sigma"
"Sigma70","nfo[nfop]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","nfop","nfo","b2159","sigma"
"Sigma70","nfsB[nfsBp]","+","[HIPP, ICWHO, RS-EPT-CBR]","STRONG","b3067","nfsBp","nfsB","b0578","sigma"
"Sigma70","nhaAR[nhaAp1]","+","[ICWHO, TIM]","STRONG","b3067","nhaAp1","nhaAR","b0019,b0020","sigma"
"Sigma70","nirBDC-cysG[nirBp]","+","[ICWHO, IDA, RS-EPT-CBR, TIM]","STRONG","b3067","nirBp","nirBDC-cysG","b3366,b3365,b3367,b3368","sigma"
"Sigma70","nlpD-rpoS[nlpDp1]","+","[ICWHO, TIM]","STRONG","b3067","nlpDp1","nlpD-rpoS","b2741,b2742","sigma"
"Sigma70","nlpD-rpoS[nlpDp2]","+","[ICWHO, TIM]","STRONG","b3067","nlpDp2","nlpD-rpoS","b2741,b2742","sigma"
"Sigma70","nohA-stfQ-tfaQ[nohAp]","+","[AIPP]","WEAK","b3067","nohAp","nohA-stfQ-tfaQ","b1546,b1547,b1548","sigma"
"Sigma70","nrdAB-yfaE[nrdAp]","+","[ICWHO, TIM]","STRONG","b3067","nrdAp","nrdAB-yfaE","b2236,b2234,b2235","sigma"
"Sigma70","nrdDG[nrdDp]","+","[ICWHO, TIM]","STRONG","b3067","nrdDp","nrdDG","b4237,b4238","sigma"
"Sigma70","nrdHIEF[nrdHp]","+","[HIPP, TIM]","STRONG","b3067","nrdHp","nrdHIEF","b2673,b2674,b2675,b2676","sigma"
"Sigma70","nrdR-ribDE-nusB-thiL-pgpA[nrdRp]","+","[HIPP, ICWHO, RS-EPT-CBR]","STRONG","b3067","nrdRp","nrdR-ribDE-nusB-thiL-pgpA","b0416,b0413,b0414,b0415,b0417,b0418","sigma"
"Sigma70","nrfABCDEFG[nrfAp]","+","[ICWHO, IMP, TIM]","STRONG","b3067","nrfAp","nrfABCDEFG","b4074,b4075,b4076,b4070,b4071,b4072,b4073","sigma"
"Sigma70","nudB-yebC-ruvC[nudBp]","+","[HIPP, ICWHO]","WEAK","b3067","nudBp","nudB-yebC-ruvC","b1863,b1864,b1865","sigma"
"Sigma70","nuoABCEFGHIJKLMN[nuoAp2]","+","[ICWHO, TIM]","STRONG","b3067","nuoAp2","nuoABCEFGHIJKLMN","b2276,b2277,b2278,b2279,b2280,b2281,b2282,b2283,b2284,b2285,b2286,b2287,b2288","sigma"
"Sigma70","nupC[nupCp]","+","[HIPP, ICWHO, RS-EPT-CBR, TIM]","STRONG","b3067","nupCp","nupC","b2393","sigma"
"Sigma70","nupG[nupGp]","+","[ICWHO, RS-EPT-CBR, TIM]","STRONG","b3067","nupGp","nupG","b2964","sigma"
"Sigma70","nusA-infB[nusAp]","+","[HIPP, IHBCE, TIM]","STRONG","b3067","nusAp","nusA-infB","b3169,b3168","sigma"
"Sigma70","ohsC[ohsCp]","+","[ICWHO, TIM]","STRONG","b3067","ohsCp","ohsC","b4608","sigma"
"Sigma70","ompA[ompAp1]","+","[ICWHO, TIM]","STRONG","b3067","ompAp1","ompA","b0957","sigma"
"Sigma70","ompC[ompCp1]","+","[HTTIM, ICWHO, TIM]","STRONG","b3067","ompCp1","ompC","b2215","sigma"
"Sigma70","ompF[ompFp]","+","[ICWHO, RS-EPT-CBR, TIM]","STRONG","b3067","ompFp","ompF","b0929","sigma"
"Sigma70","ompN[ompNp]","+","[IC, ICWHO]","WEAK","b3067","ompNp","ompN","b1377","sigma"
"Sigma70","ompR-envZ[ompRp2]","+","[ICWHO, RS-EPT-CBR, TIM]","STRONG","b3067","ompRp2","ompR-envZ","b3404,b3405","sigma"
"Sigma70","ompR-envZ[ompRp1]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","ompRp1","ompR-envZ","b3404,b3405","sigma"
"Sigma70","ompR-envZ[ompRp3]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","ompRp3","ompR-envZ","b3404,b3405","sigma"
"Sigma70","ompR-envZ[ompRp4]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","ompRp4","ompR-envZ","b3404,b3405","sigma"
"Sigma70","osmB[osmBp2]","+","[APIORCISFBSCS, HIPP, IHBCE, ICWHO, TIM]","STRONG","b3067","osmBp2","osmB","b1283","sigma"
"Sigma70","osmC[osmCp1]","+","[HIPP, ICWHO, RS-EPT-CBR, TIM]","STRONG","b3067","osmCp1","osmC","b1482","sigma"
"Sigma70","osmE[osmEp]","+","[APIORCISFBSCS, HIPP, IHBCE, ICWHO, IDA, IEP, RS-EPT-CBR, TIM]","STRONG","b3067","osmEp","osmE","b1739","sigma"
"Sigma70","osmY[osmYp]","+","[APIORCISFBSCS, HIPP, IHBCE, ICWHO, TIM]","STRONG","b3067","osmYp","osmY","b4376","sigma"
"Sigma70","oxyR[oxyRp]","+","[HIPP, IHBCE, ICWHO, IEP, TIM]","STRONG","b3067","oxyRp","oxyR","b3961","sigma"
"Sigma70","oxyS[oxySp]","+","[HIPP, ICWHO]","WEAK","b3067","oxySp","oxyS","b4458","sigma"
"Sigma70","paaABCDEFGHIJK[paaAp]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","paaAp","paaABCDEFGHIJK","b1393,b1394,b1388,b1389,b1390,b1391,b1392,b1395,b1396,b1397,b1398","sigma"
"Sigma70","paaXY[paaXp]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","paaXp","paaXY","b1399,b1400","sigma"
"Sigma70","pabA[pabAp]","+","[ICWHO, IMP, TIM]","STRONG","b3067","pabAp","pabA","b3360","sigma"
"Sigma70","panBC[panBp]","+","[HIPP, IHBCE, ICWHO, RS-EPT-CBR]","STRONG","b3067","panBp","panBC","b0133,b0134","sigma"
"Sigma70","panD[panDp2]","+","[IHBCE, IC, RS-EPT-CBR, TIM]","STRONG","b3067","panDp2","panD","b0131","sigma"
"Sigma70","patZ[pkap]","+","[HTTIM, TASES]","STRONG","b3067","pkap","patZ","b2584","sigma"
"Sigma70","pck[pckp]","+","[HIPP, ICWHO, IDA, IMP]","STRONG","b3067","pckp","pck","b3403","sigma"
"Sigma70","pcnB-folK[pcnBp3]","+","[HIPP, IHBCE, ICWHO, IDA, IEP, TIM]","STRONG","b3067","pcnBp3","pcnB-folK","b0142,b0143","sigma"
"Sigma70","pcnB-folK[pcnBp1]","+","[IHBCE, ICWHO, TIM]","STRONG","b3067","pcnBp1","pcnB-folK","b0142,b0143","sigma"
"Sigma70","pcnB-folK[pcnBp2]","+","[IHBCE, ICWHO, TIM]","STRONG","b3067","pcnBp2","pcnB-folK","b0142,b0143","sigma"
"Sigma70","pdeL[pdeLp1]","+","[HTTIM, IHBCE, IDA]","STRONG","b3067","pdeLp1","pdeL","b0315","sigma"
"Sigma70","pdeL[pdeLp2]","+","[ICWHO, IDA]","STRONG","b3067","pdeLp2","pdeL","b0315","sigma"
"Sigma70","pdeL[pdeLp3]","+","[IHBCE, TIM]","STRONG","b3067","pdeLp3","pdeL","b0315","sigma"
"Sigma70","pdhR-aceEF-lpdA[pdhRp]","+","[HTTIM, HIPP, IHBCE, ICWHO, RS-EPT-CBR, TIM]","STRONG","b3067","pdhRp","pdhR-aceEF-lpdA","b0113,b0114,b0115,b0116","sigma"
"Sigma70","pepA[pepAp1]","+","[IHBCE, ICWHO, TIM]","STRONG","b3067","pepAp1","pepA","b4260","sigma"
"Sigma70","pepA[pepAp2]","+","[IHBCE, ICWHO, TIM]","STRONG","b3067","pepAp2","pepA","b4260","sigma"
"Sigma70","pepA[pepAp3]","+","[IHBCE, ICWHO, RS-EPT-CBR, TIM]","STRONG","b3067","pepAp3","pepA","b4260","sigma"
"Sigma70","pepD[pepDp3]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","pepDp3","pepD","b0237","sigma"
"Sigma70","pfkA[pfkAp2]","+","[HTTIM, HIPP, IHBCE, RS-EPT-CBR]","STRONG","b3067","pfkAp2","pfkA","b3916","sigma"
"Sigma70","pfkA[pfkAp1]","+","[HTTIM, IHBCE]","STRONG","b3067","pfkAp1","pfkA","b3916","sigma"
"Sigma70","pflA[pflAp]","+","[AH, TIM]","STRONG","b3067","pflAp","pflA","b0902","sigma"
"Sigma70","pgi[pgip]","+","[HTTIM, HIPP, IHBCE, ICWHO, TIM]","STRONG","b3067","pgip","pgi","b4025","sigma"
"Sigma70","pgk[pgkp1]","+","[ICWHO, IMP, TIM]","STRONG","b3067","pgkp1","pgk","b2926","sigma"
"Sigma70","pgk[pgkp3]","+","[HTTIM, IHBCE, RS-EPT-CBR]","STRONG","b3067","pgkp3","pgk","b2926","sigma"
"Sigma70","pgk-fbaA[pgkp1]","+","[ICWHO, IMP, TIM]","STRONG","b3067","pgkp1","pgk-fbaA","b2925,b2926","sigma"
"Sigma70","pgk-fbaA[pgkp3]","+","[HTTIM, IHBCE, RS-EPT-CBR]","STRONG","b3067","pgkp3","pgk-fbaA","b2925,b2926","sigma"
"Sigma70","pgpB[pgpBp]","+","[IHBCE, TIM]","STRONG","b3067","pgpBp","pgpB","b1278","sigma"
"Sigma70","pheLA[pheLp]","+","[ICWHO, TIM]","STRONG","b3067","pheLp","pheLA","b2598,b2599","sigma"
"Sigma70","pheP[phePp]","+","[ICWHO, TIM]","STRONG","b3067","phePp","pheP","b0576","sigma"
"Sigma70","pheU[pheUp]","+","[HIPP, ICWHO]","WEAK","b3067","pheUp","pheU","b4134","sigma"
"Sigma70","pheV[pheVp]","+","[HIPP, ICWHO]","WEAK","b3067","pheVp","pheV","b2967","sigma"
"Sigma70","phnCDEEFGHIJKLMNOP[phnCp]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","phnCp","phnCDEEFGHIJKLMNOP","b4095,b4096,b4097,b4099,b4102,b4092,b4093,b4094,b4098,b4100,b4101,b4583,b4105,b4106","sigma"
"Sigma70","phoA-psiF[phoAp]","+","[HIPP, ICWHO, NTAS]","WEAK","b3067","phoAp","phoA-psiF","b0383,b0384","sigma"
"Sigma70","phoBR[phoBp]","+","[HIPP, ICWHO, NTAS]","WEAK","b3067","phoBp","phoBR","b0399,b0400","sigma"
"Sigma70","phoE[phoEp]","+","[ICWHO, TIM]","STRONG","b3067","phoEp","phoE","b0241","sigma"
"Sigma70","phoH[phoHp1]","+","[ICWHO, TIM]","STRONG","b3067","phoHp1","phoH","b1020","sigma"
"Sigma70","phoU[phoUp]","+","[HIPP, IHBCE, ICWHO, IMP, TIM]","STRONG","b3067","phoUp","phoU","b3724","sigma"
"Sigma70","pitB[pitBp]","+","[HIPP, ICWHO]","WEAK","b3067","pitBp","pitB","b2987","sigma"
"Sigma70","plaR[plaRp]","+","[ICWHO, TIM]","STRONG","b3067","plaRp","plaR","b3574","sigma"
"Sigma70","pldA[pldAp]","+","[HIPP, IHBCE, ICWHO]","WEAK","b3067","pldAp","pldA","b3821","sigma"
"Sigma70","plsX-fabHDG[plsXp]","+","[IHBCE, ICWHO, TIM]","STRONG","b3067","plsXp","plsX-fabHDG","b1090,b1091,b1092,b1093","sigma"
"Sigma70","pncB[pncBp]","+","[ICWHO, RS-EPT-CBR, TIM]","STRONG","b3067","pncBp","pncB","b0931","sigma"
"Sigma70","pnp[pnpp]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","pnpp","pnp","b3164","sigma"
"Sigma70","pntAB[pntAp]","+","[HIPP, ICWHO]","WEAK","b3067","pntAp","pntAB","b1602,b1603","sigma"
"Sigma70","polB[polBp]","+","[AIPP, ICWHO]","WEAK","b3067","polBp","polB","b0060","sigma"
"Sigma70","poxB[poxBp1]","+","[HTTIM, IHBCE, ICWHO, RS-EPT-CBR, TIM]","STRONG","b3067","poxBp1","poxB","b0871","sigma"
"Sigma70","ppdD-hofBC[ppdDp]","+","[AIPP, ICWHO]","WEAK","b3067","ppdDp","ppdD-hofBC","b0106,b0107,b0108","sigma"
"Sigma70","ppiA[ppiAp1]","+","[HIPP, ICWHO, RS-EPT-CBR, TIM]","STRONG","b3067","ppiAp1","ppiA","b3363","sigma"
