"","ProbeName","Count","Count.gbkey","Gbkeys","IDs","ECKnbs","JWnbs","Bnbs","IStag"
"3370","yhhZ",1,1,"CDS","cds-BAE77851.1","ECK3428","JW3406","b3442",FALSE
"3371","yrhA",1,1,"CDS","cds-BAE77850.1","ECK3429","JW5864","b3443",FALSE
"3372","yrhB",1,1,"CDS","cds-BAE77847.1","ECK3430","JW3411","b3446",FALSE
"3373","ggt",1,1,"CDS","cds-BAE77846.1","ECK3431","JW3412","b3447",FALSE
"3374","yhhA",1,1,"CDS","cds-BAE77845.1","ECK3432","JW3413","b3448",FALSE
"3375","ugpQ",1,1,"CDS","cds-BAE77844.1","ECK3433","JW3414","b3449",FALSE
"3376","ugpC",1,1,"CDS","cds-BAE77843.1","ECK3434","JW3415","b3450",FALSE
"3377","ugpE",1,1,"CDS","cds-BAE77842.1","ECK3435","JW3416","b3451",FALSE
"3378","ugpA",1,1,"CDS","cds-BAE77841.1","ECK3436","JW3417","b3452",FALSE
"3379","ugpB",1,1,"CDS","cds-BAE77840.1","ECK3437","JW3418","b3453",FALSE
"3380","livF",1,1,"CDS","cds-BAE77839.1","ECK3438","JW3419","b3454",FALSE
"3381","livG",1,1,"CDS","cds-BAE77838.1","ECK3439","JW3420","b3455",FALSE
"3382","livM",1,1,"CDS","cds-BAE77837.1","ECK3440","JW3421","b3456",FALSE
"3383","livH",1,1,"CDS","cds-BAE77836.1","ECK3441","JW3422","b3457",FALSE
"3384","livK",1,1,"CDS","cds-BAE77835.1","ECK3442","JW3423","b3458",FALSE
"3385","yhhK",1,1,"CDS","cds-BAE77834.1","ECK3443","JW3424","b3459",FALSE
"3386","livJ",1,1,"CDS","cds-BAE77833.1","ECK3444","JW3425","b3460",FALSE
"3387","rpoH",1,1,"CDS","cds-BAE77832.1","ECK3445","JW3426","b3461",FALSE
"3388","ftsX",1,1,"CDS","cds-BAE77831.1","ECK3446","JW3427","b3462",FALSE
"3389","ftsE",1,1,"CDS","cds-BAE77830.1","ECK3447","JW3428","b3463",FALSE
"3390","ftsY",1,1,"CDS","cds-BAE77829.1","ECK3448","JW3429","b3464",FALSE
"3391","yhhF",1,1,"CDS","cds-BAE77828.1","ECK3449","JW3430","b3465",FALSE
"3392","yhhL",1,1,"CDS","cds-BAE77827.1","ECK3450","JW5683","b3466",FALSE
"3393","yhhM",1,1,"CDS","cds-BAE77826.1","ECK3451","JW3432","b3467",FALSE
"3394","yhhN",1,1,"CDS","cds-BAE77825.1","ECK3452","JW3433","b3468",FALSE
"3395","zntA",1,1,"CDS","cds-BAE77824.1","ECK3453","JW3434","b3469",FALSE
"3396","yhhP",1,1,"CDS","cds-BAE77823.1","ECK3454","JW3435","b3470",FALSE
"3397","yhhQ",1,1,"CDS","cds-BAE77822.1","ECK3455","JW3436","b3471",FALSE
"3398","dcrB",1,1,"CDS","cds-BAE77821.1","ECK3456","JW5682","b3472",FALSE
"3399","yhhS",1,1,"CDS","cds-BAE77820.1","ECK3457","JW5945","b3473",FALSE
"3400","yhhT",1,1,"CDS","cds-BAE77819.1","ECK3458","JW5680","b3474",FALSE
"3401","acpT",1,1,"CDS","cds-BAE77818.1","ECK3459","JW3440","b3475",FALSE
"3402","nikA",1,1,"CDS","cds-BAE77817.1","ECK3460","JW3441","b3476",FALSE
"3403","nikB",1,1,"CDS","cds-BAE77816.1","ECK3461","JW3442","b3477",FALSE
"3404","nikC",1,1,"CDS","cds-BAE77815.1","ECK3462","JW3443","b3478",FALSE
"3405","nikD",1,1,"CDS","cds-BAE77814.1","ECK3463","JW3444","b3479",FALSE
"3406","nikE",1,1,"CDS","cds-BAE77813.1","ECK3464","JW3445","b3480",FALSE
"3407","nikR",1,1,"CDS","cds-BAE77812.1","ECK3465","JW3446","b3481",FALSE
"3408","rhsB",1,1,"CDS","cds-BAE77811.1","ECK3466","JW5679","b3482",FALSE
"3409","yhhH",1,1,"CDS","cds-BAE77810.1","ECK3467","JW3449","b3483",FALSE
"3410","yrhC",1,1,"CDS","cds-yrhC","ECK3468","JW5678","b4552",FALSE
"3411","yhhI",1,1,"CDS","cds-BAE77809.1","ECK3469","JW3451","b3484",FALSE
"3412","yhhJ",1,1,"CDS","cds-BAE77808.1","ECK3470","JW5677","b3485",FALSE
"3413","rbbA",1,1,"CDS","cds-BAE77807.1","ECK3471","JW5676","b3486",FALSE
"3414","yhiI",1,1,"CDS","cds-BAE77806.1","ECK3472","JW3454","b3487",FALSE
"3415","yhiJ",1,1,"CDS","cds-BAE77805.1","ECK3473","JW3455","b3488",FALSE
"3416","yhiK",1,1,"CDS","cds-yhiK","ECK3474","JW5674","b3489",FALSE
"3417","yhiL",1,1,"CDS","cds-BAE77804.1","ECK3475","JW3457","b3490",FALSE
"3418","yhiM",1,1,"CDS","cds-BAE77803.1","ECK3476","JW5944","b3491",FALSE
"3419","yhiN",1,1,"CDS","cds-BAE77802.1","ECK3477","JW3459","b3492",FALSE
"3420","pitA",1,1,"CDS","cds-BAE77801.1","ECK3478","JW3460","b3493",FALSE
"3421","yhiO",1,1,"CDS","cds-BAE77800.1","ECK3479","JW3461","b3494",FALSE
"3422","uspA",1,1,"CDS","cds-BAE77799.1","ECK3480","JW3462","b3495",FALSE
"3423","yhiP",1,1,"CDS","cds-BAE77798.1","ECK3481","JW3463","b3496",FALSE
"3424","yhiQ",1,1,"CDS","cds-BAE77797.1","ECK3482","JW5672","b3497",FALSE
"3425","prlC",1,1,"CDS","cds-BAE77796.1","ECK3483","JW3465","b3498",FALSE
"3426","yhiR",1,1,"CDS","cds-BAE77795.1","ECK3484","JW3466","b3499",FALSE
"3427","gor",1,1,"CDS","cds-BAE77794.1","ECK3485","JW3467","b3500",FALSE
"3428","arsR",1,1,"CDS","cds-BAE77793.1","ECK3486","JW3468","b3501",FALSE
"3429","arsB",1,1,"CDS","cds-BAE77792.1","ECK3487","JW3469","b3502",FALSE
"3430","arsC",1,1,"CDS","cds-BAE77791.1","ECK3488","JW3470","b3503",FALSE
"3431","yhiS",1,1,"CDS","cds-BAE77790.1","ECK3489","JW3471","b3504",FALSE
"3432","slp",1,1,"CDS","cds-BAE77788.1","ECK3490","JW3474","b3506",FALSE
"3433","yhiF",1,1,"CDS","cds-BAE77787.1","ECK3491","JW3475","b3507",FALSE
"3434","yhiD",1,1,"CDS","cds-BAE77786.1","ECK3492","JW5670","b3508",FALSE
"3435","hdeB",1,1,"CDS","cds-BAE77785.1","ECK3493","JW5669","b3509",FALSE
"3436","hdeA",1,1,"CDS","cds-BAE77784.1","ECK3494","JW3478","b3510",FALSE
"3437","hdeD",1,1,"CDS","cds-BAE77783.1","ECK3495","JW3479","b3511",FALSE
"3438","gadE",1,1,"CDS","cds-BAE77782.1","ECK3496","JW3480","b3512",FALSE
"3439","mdtE",1,1,"CDS","cds-BAE77781.1","ECK3497","JW3481","b3513",FALSE
"3440","mdtF",1,1,"CDS","cds-BAE77780.1","ECK3498","JW3482","b3514",FALSE
"3441","gadW",1,1,"CDS","cds-BAE77779.1","ECK3499","JW3483","b3515",FALSE
"3442","gadX",1,1,"CDS","cds-BAE77778.1","ECK3501","JW3484","b3516",FALSE
"3443","gadA",1,1,"CDS","cds-BAE77777.1","ECK3502","JW3485","b3517",FALSE
"3444","yhjA",1,1,"CDS","cds-BAE77776.1","ECK3503","JW3486","b3518",FALSE
"3445","treF",1,1,"CDS","cds-BAE77775.1","ECK3504","JW3487","b3519",FALSE
"3446","yhjB",1,1,"CDS","cds-BAE77774.1","ECK3505","JW3488","b3520",FALSE
"3447","yhjC",1,1,"CDS","cds-BAE77773.1","ECK3506","JW3489","b3521",FALSE
"3448","yhjD",1,1,"CDS","cds-BAE77772.1","ECK3507","JW3490","b3522",FALSE
"3449","yhjE",1,1,"CDS","cds-BAE77771.1","ECK3508","JW3491","b3523",FALSE
"3450","yhjG",1,1,"CDS","cds-BAE77770.1","ECK3509","JW3492","b3524",FALSE
"3451","yhjH",1,1,"CDS","cds-BAE77769.1","ECK3510","JW3493","b3525",FALSE
"3452","kdgK",1,1,"CDS","cds-BAE77768.1","ECK3511","JW5668","b3526",FALSE
"3453","yhjJ",1,1,"CDS","cds-BAE77767.1","ECK3512","JW3495","b3527",FALSE
"3454","dctA",1,1,"CDS","cds-BAE77766.1","ECK3513","JW3496","b3528",FALSE
"3455","yhjK",1,1,"CDS","cds-BAE77765.1","ECK3514","JW5943","b3529",FALSE
"3456","bcsC",1,1,"CDS","cds-BAE77764.1","ECK3515","JW5942","b3530",FALSE
"3457","bcsZ",1,1,"CDS","cds-BAE77763.1","ECK3516","JW3499","b3531",FALSE
"3458","bcsB",1,1,"CDS","cds-BAE77762.1","ECK3517","JW3500","b3532",FALSE
"3459","bcsA",1,1,"CDS","cds-BAE77761.1","ECK3518","JW5665","b3533",FALSE
"3460","yhjQ",1,1,"CDS","cds-yhjQ","ECK3519","JW5941","b3534",FALSE
"3461","yhjR",1,1,"CDS","cds-BAE77760.1","ECK3520","JW3503","b3535",FALSE
"3462","bcsE",1,1,"CDS","cds-BAE77759.1","ECK3521","JW3504","b3536",FALSE
"3463","bcsF",1,1,"CDS","cds-BAE77758.1","ECK3522","JW5663","b3537",FALSE
"3464","bcsG",1,1,"CDS","cds-BAE77757.1","ECK3523","JW3506","b3538",FALSE
"3465","ldrD",1,1,"CDS","cds-BAE77756.1","ECK3524","JW5966","b4453",FALSE
"3466","rdlD",1,2,"misc_RNA,misc_RNA","rna-rdlD,exon-rdlD-1","ECK3525","JWR0256","b4454",FALSE
"3467","yhjV",1,1,"CDS","cds-BAE77755.1","ECK3526","JW3508","b3539",FALSE
"3468","dppF",1,1,"CDS","cds-BAE77754.1","ECK3527","JW3509","b3540",FALSE
"3469","dppD",1,1,"CDS","cds-BAE77753.1","ECK3528","JW3510","b3541",FALSE
"3470","dppC",1,1,"CDS","cds-BAE77752.1","ECK3529","JW3511","b3542",FALSE
"3471","dppB",1,1,"CDS","cds-BAE77751.1","ECK3530","JW3512","b3543",FALSE
"3472","dppA",1,1,"CDS","cds-BAE77750.1","ECK3531","JW3513","b3544",FALSE
"3473","proK",1,2,"tRNA,tRNA","rna-proK,exon-proK-1","ECK3532","JWR0080","b3545",FALSE
"3474","eptB",1,1,"CDS","cds-BAE77749.1","ECK3533","JW5660","b3546",FALSE
"3475","yhjX",1,1,"CDS","cds-BAE77748.1","ECK3534","JW3516","b3547",FALSE
"3476","yhjY",1,1,"CDS","cds-BAE77747.1","ECK3535","JW5659","b3548",FALSE
"3477","tag",1,1,"CDS","cds-BAE77746.1","ECK3536","JW3518","b3549",FALSE
"3478","yiaC",1,1,"CDS","cds-BAE77745.1","ECK3537","JW3519","b3550",FALSE
"3479","bisC",1,1,"CDS","cds-BAE77744.1","ECK3538","JW5940","b3551",FALSE
"3480","yiaD",1,1,"CDS","cds-BAE77743.1","ECK3539","JW5657","b3552",FALSE
"3481","tiaE",1,1,"CDS","cds-BAE77742.1","ECK3540","JW5656","b3553",FALSE
"3482","yiaF",1,1,"CDS","cds-BAE77741.1","ECK3541","JW5655","b3554",FALSE
"3483","yiaG",1,1,"CDS","cds-BAE77740.1","ECK3542","JW3524","b3555",FALSE
"3484","cspA",1,1,"CDS","cds-BAE77739.1","ECK3543","JW3525","b3556",FALSE
"3485","hokA",1,1,"CDS","cds-BAE77738.1","ECK3544","JW3526","b4455",FALSE
"3486","insJ",1,1,"CDS","cds-BAE77737.1","ECK3545","JW3527","b3557",TRUE
"3487","insK",1,1,"CDS","cds-BAE77736.1","ECK3546","JW3528","b3558",TRUE
"3488","glyS",1,1,"CDS","cds-BAE77735.1","ECK3547","JW3530","b3559",FALSE
"3489","glyQ",1,1,"CDS","cds-BAE77734.1","ECK3548","JW3531","b3560",FALSE
"3490","ysaB",1,1,"CDS","cds-BAE77733.1","ECK3549","JW3532","b4553",FALSE
"3491","yiaH",1,1,"CDS","cds-BAE77732.1","ECK3550","JW3533","b3561",FALSE
"3492","yiaA",1,1,"CDS","cds-BAE77731.1","ECK3551","JW3534","b3562",FALSE
"3493","yiaB",1,1,"CDS","cds-BAE77730.1","ECK3552","JW5654","b3563",FALSE
"3494","xylB",1,1,"CDS","cds-BAE77729.1","ECK3553","JW3536","b3564",FALSE
"3495","xylA",1,1,"CDS","cds-BAE77728.1","ECK3554","JW3537","b3565",FALSE
"3496","xylF",1,1,"CDS","cds-BAE77727.1","ECK3555","JW3538","b3566",FALSE
"3497","xylG",1,1,"CDS","cds-BAE77726.1","ECK3556","JW3539","b3567",FALSE
"3498","xylH",1,1,"CDS","cds-BAE77725.1","ECK3557","JW3540","b3568",FALSE
"3499","xylR",1,1,"CDS","cds-BAE77724.1","ECK3558","JW3541","b3569",FALSE
"3500","bax",1,1,"CDS","cds-BAE77723.1","ECK3559","JW5653","b3570",FALSE
"3501","malS",1,1,"CDS","cds-BAE77722.1","ECK3560","JW3543","b3571",FALSE
"3502","avtA",1,1,"CDS","cds-BAE77721.1","ECK3561","JW5652","b3572",FALSE
"3503","yiaI",1,1,"CDS","cds-BAE77720.1","ECK3562","JW3545","b3573",FALSE
"3504","yiaJ",1,1,"CDS","cds-BAE77719.1","ECK3563","JW3546","b3574",FALSE
"3505","yiaK",1,1,"CDS","cds-BAE77718.1","ECK3564","JW3547","b3575",FALSE
"3506","yiaL",1,1,"CDS","cds-BAE77717.1","ECK3565","JW3548","b3576",FALSE
"3507","yiaM",1,1,"CDS","cds-BAE77716.1","ECK3566","JW3549","b3577",FALSE
"3508","yiaN",1,1,"CDS","cds-BAE77715.1","ECK3567","JW5651","b3578",FALSE
"3509","yiaO",1,1,"CDS","cds-BAE77714.1","ECK3568","JW3551","b3579",FALSE
"3510","lyxK",1,1,"CDS","cds-BAE77713.1","ECK3569","JW3552","b3580",FALSE
"3511","sgbH",1,1,"CDS","cds-BAE77712.1","ECK3570","JW3553","b3581",FALSE
"3512","sgbU",1,1,"CDS","cds-BAE77711.1","ECK3571","JW5650","b3582",FALSE
"3513","sgbE",1,1,"CDS","cds-BAE77710.1","ECK3572","JW3555","b3583",FALSE
"3514","yiaT",1,1,"CDS","cds-BAE77709.1","ECK3573","JW3556","b3584",FALSE
"3515","yiaU",1,1,"CDS","cds-BAE77708.1","ECK3574","JW3557","b3585",FALSE
"3516","yiaV",1,1,"CDS","cds-BAE77707.1","ECK3575","JW3558","b3586",FALSE
"3517","yiaW",1,1,"CDS","cds-BAE77706.1","ECK3576","JW3559","b3587",FALSE
"3518","aldB",1,1,"CDS","cds-BAE77705.1","ECK3577","JW3561","b3588",FALSE
"3519","yiaY",1,1,"CDS","cds-BAE77704.1","ECK3578","JW5648","b3589",FALSE
"3520","selB",1,1,"CDS","cds-BAE77703.1","ECK3579","JW3563","b3590",FALSE
"3521","selA",1,1,"CDS","cds-BAE77702.1","ECK3580","JW3564","b3591",FALSE
"3522","yibF",1,1,"CDS","cds-BAE77701.1","ECK3581","JW3565","b3592",FALSE
"3523","rhsA",1,1,"CDS","cds-BAE77700.1","ECK3582","JW3566","b3593",FALSE
"3524","yibA",1,1,"CDS","cds-BAE77699.1","ECK3583","JW3568","b3594",FALSE
"3525","yibJ",1,1,"CDS","cds-BAE77698.1","ECK3584","JW5647","b3595",FALSE
"3526","yibG",1,1,"CDS","cds-BAE77697.1","ECK3585","JW3570","b3596",FALSE
"3527","yibH",1,1,"CDS","cds-BAE77696.1","ECK3586","JW3571","b3597",FALSE
"3528","yibI",1,1,"CDS","cds-BAE77695.1","ECK3587","JW3572","b3598",FALSE
"3529","mtlA",1,1,"CDS","cds-BAE77694.1","ECK3588","JW3573","b3599",FALSE
"3530","mtlD",1,1,"CDS","cds-BAE77693.1","ECK3589","JW3574","b3600",FALSE
"3531","mtlR",1,1,"CDS","cds-BAE77692.1","ECK3590","JW3575","b3601",FALSE
"3532","yibT",1,1,"CDS","cds-BAE77691.1","ECK3591","JW3576","b4554",FALSE
"3533","yibL",1,1,"CDS","cds-BAE77690.1","ECK3592","JW3577","b3602",FALSE
"3534","lldP",1,1,"CDS","cds-BAE77689.1","ECK3593","JW3578","b3603",FALSE
"3535","lldR",1,1,"CDS","cds-BAE77688.1","ECK3594","JW3579","b3604",FALSE
"3536","lldD",1,1,"CDS","cds-BAE77687.1","ECK3595","JW3580","b3605",FALSE
"3537","yibK",1,1,"CDS","cds-BAE77686.1","ECK3596","JW3581","b3606",FALSE
"3538","cysE",1,1,"CDS","cds-BAE77685.1","ECK3597","JW3582","b3607",FALSE
"3539","gpsA",1,1,"CDS","cds-BAE77684.1","ECK3598","JW3583","b3608",FALSE
"3540","secB",1,1,"CDS","cds-BAE77683.1","ECK3599","JW3584","b3609",FALSE
"3541","grxC",1,1,"CDS","cds-BAE77682.1","ECK3600","JW3585","b3610",FALSE
"3542","yibN",1,1,"CDS","cds-BAE77681.1","ECK3601","JW3586","b3611",FALSE
"3543","gpmI",1,1,"CDS","cds-BAE77680.1","ECK3602","JW3587","b3612",FALSE
"3544","envC",1,1,"CDS","cds-BAE77679.1","ECK3603","JW5646","b3613",FALSE
"3545","yibQ",1,1,"CDS","cds-BAE77678.1","ECK3604","JW5645","b3614",FALSE
"3546","yibD",1,1,"CDS","cds-BAE77677.1","ECK3605","JW3590","b3615",FALSE
"3547","tdh",1,1,"CDS","cds-BAE77676.1","ECK3606","JW3591","b3616",FALSE
"3548","kbl",1,1,"CDS","cds-BAE77675.1","ECK3607","JW3592","b3617",FALSE
"3549","htrL",1,1,"CDS","cds-BAE77674.1","ECK3608","JW5644","b3618",FALSE
"3550","rfaD",1,1,"CDS","cds-BAE77673.1","ECK3609","JW3594","b3619",FALSE
"3551","rfaF",1,1,"CDS","cds-BAE77672.1","ECK3610","JW3595","b3620",FALSE
"3552","rfaC",1,1,"CDS","cds-BAE77671.1","ECK3611","JW3596","b3621",FALSE
"3553","rfaL",1,1,"CDS","cds-BAE77670.1","ECK3612","JW3597","b3622",FALSE
"3554","rfaK",1,1,"CDS","cds-BAE77669.1","ECK3613","JW3598","b3623",FALSE
"3555","rfaZ",1,1,"CDS","cds-BAE77668.1","ECK3614","JW3599","b3624",FALSE
"3556","rfaY",1,1,"CDS","cds-BAE77667.1","ECK3615","JW3600","b3625",FALSE
"3557","rfaJ",1,1,"CDS","cds-BAE77666.1","ECK3616","JW3601","b3626",FALSE
"3558","rfaI",1,1,"CDS","cds-BAE77665.1","ECK3617","JW3602","b3627",FALSE
"3559","rfaB",1,1,"CDS","cds-BAE77664.1","ECK3618","JW3603","b3628",FALSE
"3560","rfaS",1,1,"CDS","cds-BAE77663.1","ECK3619","JW3604","b3629",FALSE
"3561","rfaP",1,1,"CDS","cds-BAE77662.1","ECK3620","JW3605","b3630",FALSE
"3562","rfaG",1,1,"CDS","cds-BAE77661.1","ECK3621","JW3606","b3631",FALSE
"3563","rfaQ",1,1,"CDS","cds-BAE77660.1","ECK3622","JW3607","b3632",FALSE
"3564","kdtA",1,1,"CDS","cds-BAE77659.1","ECK3623","JW3608","b3633",FALSE
"3565","coaD",1,1,"CDS","cds-BAE77658.1","ECK3624","JW3609","b3634",FALSE
"3566","mutM",1,1,"CDS","cds-BAE77657.1","ECK3625","JW3610","b3635",FALSE
"3567","rpmG",1,1,"CDS","cds-BAE77656.1","ECK3626","JW3611","b3636",FALSE
"3568","rpmB",1,1,"CDS","cds-BAE77655.1","ECK3627","JW3612","b3637",FALSE
"3569","yicR",1,1,"CDS","cds-BAE77654.1","ECK3628","JW5643","b3638",FALSE
"3570","dfp",1,1,"CDS","cds-BAE77653.1","ECK3629","JW5642","b3639",FALSE
"3571","dut",1,1,"CDS","cds-BAE77652.1","ECK3630","JW3615","b3640",FALSE
"3572","ttk",1,1,"CDS","cds-BAE77651.1","ECK3631","JW5641","b3641",FALSE
"3573","pyrE",1,1,"CDS","cds-BAE77650.1","ECK3632","JW3617","b3642",FALSE
"3574","rph",1,1,"CDS","cds-rph","ECK3633","JW3618","b3643",FALSE
"3575","yicC",1,1,"CDS","cds-BAE77649.1","ECK3634","JW3619","b3644",FALSE
"3576","dinD",1,1,"CDS","cds-BAE77648.1","ECK3635","JW3620","b3645",FALSE
"3577","yicG",1,1,"CDS","cds-BAE77647.1","ECK3636","JW3621","b3646",FALSE
"3578","ligB",1,1,"CDS","cds-BAE77646.1","ECK3637","JW3622","b3647",FALSE
"3579","gmk",1,1,"CDS","cds-BAE77645.1","ECK3638","JW3623","b3648",FALSE
"3580","rpoZ",1,1,"CDS","cds-BAE77644.1","ECK3639","JW3624","b3649",FALSE
"3581","spoT",1,1,"CDS","cds-BAE77643.1","ECK3640","JW3625","b3650",FALSE
"3582","trmH",1,1,"CDS","cds-BAE77642.1","ECK3641","JW3626","b3651",FALSE
"3583","recG",1,1,"CDS","cds-BAE77641.1","ECK3642","JW3627","b3652",FALSE
"3584","gltS",1,1,"CDS","cds-BAE77640.1","ECK3643","JW3628","b3653",FALSE
"3585","yicE",1,1,"CDS","cds-BAE77639.1","ECK3644","JW3629","b3654",FALSE
"3586","yicH",1,1,"CDS","cds-BAE77638.1","ECK3645","JW3630","b3655",FALSE
"3587","yicI",1,1,"CDS","cds-BAE77637.1","ECK3646","JW3631","b3656",FALSE
"3588","yicJ",1,1,"CDS","cds-BAE77636.1","ECK3647","JW5939","b3657",FALSE
"3589","selC",1,2,"tRNA,tRNA","rna-selC,exon-selC-1","ECK3648","JWR0081","b3658",FALSE
"3590","setC",1,1,"CDS","cds-BAE77635.1","ECK3649","JW3633","b3659",FALSE
"3591","yicL",1,1,"CDS","cds-BAE77634.1","ECK3650","JW3634","b3660",FALSE
"3592","nlpA",1,1,"CDS","cds-BAE77633.1","ECK3651","JW3635","b3661",FALSE
"3593","yicS",1,1,"CDS","cds-BAE77632.1","ECK3652","JW5965","b4555",FALSE
"3594","yicM",1,1,"CDS","cds-BAE77631.1","ECK3653","JW5938","b3662",FALSE
"3595","yicN",1,1,"CDS","cds-BAE77630.1","ECK3654","JW5637","b3663",FALSE
"3596","yicO",1,1,"CDS","cds-BAE77629.1","ECK3655","JW5636","b3664",FALSE
"3597","ade",1,1,"CDS","cds-BAE77628.1","ECK3656","JW3640","b3665",FALSE
"3598","uhpT",1,1,"CDS","cds-BAE77627.1","ECK3657","JW3641","b3666",FALSE
"3599","uhpC",1,1,"CDS","cds-BAE77626.1","ECK3658","JW3642","b3667",FALSE
"3600","uhpB",1,1,"CDS","cds-BAE77625.1","ECK3659","JW3643","b3668",FALSE
"3601","uhpA",1,1,"CDS","cds-BAE77624.1","ECK3660","JW3644","b3669",FALSE
"3602","ilvN",1,1,"CDS","cds-BAE77623.1","ECK3661","JW3645","b3670",FALSE
"3603","ilvB",1,1,"CDS","cds-BAE77622.1","ECK3662","JW3646","b3671",FALSE
"3604","ivbL",1,1,"CDS","cds-BAE77621.1","ECK3663","JW3647","b3672",FALSE
"3605","emrD",1,1,"CDS","cds-BAE77620.1","ECK3664","JW5634","b3673",FALSE
"3606","yidF",1,1,"CDS","cds-BAE77619.1","ECK3665","JW3650","b3674",FALSE
"3607","yidG",1,1,"CDS","cds-BAE77618.1","ECK3666","JW3651","b3675",FALSE
"3608","yidH",1,1,"CDS","cds-BAE77617.1","ECK3667","JW3652","b3676",FALSE
"3609","yidI",1,1,"CDS","cds-BAE77616.1","ECK3668","JW3653","b3677",FALSE
"3610","yidJ",1,1,"CDS","cds-BAE77615.1","ECK3669","JW3654","b3678",FALSE
"3611","yidK",1,1,"CDS","cds-BAE77614.1","ECK3670","JW3655","b3679",FALSE
"3612","yidL",1,1,"CDS","cds-BAE77613.1","ECK3671","JW3656","b3680",FALSE
"3613","ysdC",1,1,"CDS","cds-ysdC","ECK3672","JW5937","b4556",FALSE
"3614","glvG",1,1,"CDS","cds-glvG","ECK3673","JW3658","b3681",FALSE
"3615","glvB",1,1,"CDS","cds-BAE77612.1","ECK3674","JW3659","b3682",FALSE
"3616","glvC",1,1,"CDS","cds-BAE77611.1","ECK3675","JW3660","b3683",FALSE
"3617","yidP",1,1,"CDS","cds-BAE77610.1","ECK3676","JW3661","b3684",FALSE
"3618","yidE",1,1,"CDS","cds-BAE77609.1","ECK3677","JW3662","b3685",FALSE
"3619","ibpB",1,1,"CDS","cds-BAE77608.1","ECK3678","JW3663","b3686",FALSE
"3620","ibpA",1,1,"CDS","cds-BAE77607.1","ECK3679","JW3664","b3687",FALSE
"3621","yidQ",1,1,"CDS","cds-BAE77606.1","ECK3680","JW5633","b3688",FALSE
"3622","yidR",1,1,"CDS","cds-BAE77605.1","ECK3681","JW5860","b3689",FALSE
"3623","cbrA",1,1,"CDS","cds-BAE77604.1","ECK3682","JW5631","b3690",FALSE
"3624","dgoT",1,1,"CDS","cds-BAE77603.1","ECK3683","JW5859","b3691",FALSE
"3625","dgoD",1,1,"CDS","cds-BAE77602.1","ECK3684","JW5629","b4478",FALSE
"3626","dgoA",1,1,"CDS","cds-BAE77601.1","ECK3685","JW5628","b4477",FALSE
"3627","dgoK",1,1,"CDS","cds-BAE77600.1","ECK3686","JW3670","b3693",FALSE
"3628","dgoR",1,1,"CDS","cds-BAE77599.1","ECK3687","JW5627","b4479",FALSE
"3629","yidX",1,1,"CDS","cds-BAE77598.1","ECK3688","JW5858","b3696",FALSE
"3630","yidA",1,1,"CDS","cds-BAE77597.1","ECK3689","JW3674","b3697",FALSE
"3631","yidB",1,1,"CDS","cds-BAE77596.1","ECK3690","JW3675","b3698",FALSE
"3632","gyrB",1,1,"CDS","cds-BAE77595.1","ECK3691","JW5625","b3699",FALSE
"3633","recF",1,1,"CDS","cds-BAE77594.1","ECK3692","JW3677","b3700",FALSE
"3634","dnaN",1,1,"CDS","cds-BAE77593.1","ECK3693","JW3678","b3701",FALSE
"3635","dnaA",1,1,"CDS","cds-BAE77592.1","ECK3694","JW3679","b3702",FALSE
"3636","rpmH",1,1,"CDS","cds-BAE77591.1","ECK3695","JW3680","b3703",FALSE
"3637","rnpA",1,1,"CDS","cds-BAE77590.1","ECK3696","JW3681","b3704",FALSE
"3638","yidD",1,1,"CDS","cds-BAE77589.1","ECK3697","JW3682","b4557",FALSE
"3639","yidC",1,1,"CDS","cds-BAE77588.1","ECK3698","JW3683","b3705",FALSE
"3640","trmE",1,1,"CDS","cds-BAE77587.1","ECK3699","JW3684","b3706",FALSE
"3641","tnaC",1,1,"CDS","cds-BAE77586.1","ECK3700","JW3685","b3707",FALSE
"3642","tnaA",1,1,"CDS","cds-BAE77584.1","ECK3701","JW3686","b3708",FALSE
"3643","mdtL",1,1,"CDS","cds-BAE77580.1","ECK3703","JW3688","b3710",FALSE
"3644","yidZ",1,1,"CDS","cds-BAE77579.1","ECK3704","JW3689","b3711",FALSE
"3645","yieE",1,1,"CDS","cds-BAE77576.1","ECK3705","JW3690","b3712",FALSE
"3646","yieF",1,1,"CDS","cds-BAE77575.1","ECK3706","JW3691","b3713",FALSE
"3647","yieG",1,1,"CDS","cds-BAE77574.1","ECK3707","JW3692","b3714",FALSE
"3648","yieH",1,1,"CDS","cds-BAE77573.1","ECK3708","JW3693","b3715",FALSE
"3649","yieI",1,1,"CDS","cds-BAE77572.1","ECK3709","JW3694","b3716",FALSE
"3650","cbrC",1,1,"CDS","cds-BAE77571.1","ECK3710","JW3695","b3717",FALSE
"3651","yieK",1,1,"CDS","cds-BAE77570.1","ECK3711","JW5613","b3718",FALSE
"3652","yieL",1,1,"CDS","cds-BAE77569.1","ECK3712","JW5612","b3719",FALSE
"3653","bglH",1,1,"CDS","cds-BAE77568.1","ECK3713","JW3698","b3720",FALSE
"3654","bglB",1,1,"CDS","cds-BAE77567.1","ECK3714","JW3699","b3721",FALSE
"3655","bglF",1,1,"CDS","cds-BAE77566.1","ECK3715","JW3700","b3722",FALSE
"3656","bglG",1,1,"CDS","cds-BAE77565.1","ECK3716","JW3701","b3723",FALSE
